Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Account),Custom field (Business Value),Custom field (Cascading Select),Custom field (Effort),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Founder Sign-off),Custom field (Frustration),Custom field (Incorporated Version),Custom field (Iteration),Custom field (Link to play),Custom field (Morale),Custom field (Parent Link),Custom field (Peer Sign-off),Custom field (Phone Screen Feedback),Custom field (Phone Screen Score),Custom field (QA Completed On),Custom field (Raised During),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Team),Custom field (Team),Custom field (Test Sessions),Custom field (Testing Notes status),Custom field (Testing Status),Custom field (Total Days Spent),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Wire Up Causal Impact for Events in Red Lady,AXON-1191,22287,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,jbledsoe,jbledsoe,17/Oct/16 10:23 AM,17/Oct/16 10:37 AM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,"Adjugo.Web currently has an EventConsumingBootstrapper that listens for certain Service Stack events and triggers the Causal Impact workflow to process those events.

By adding the same sort of event consumer to Red Lady, we should be able to run causal impact against arbitrary events.

Additionally, the UI will require some changes to facilitate display of causal impact results for these events.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-642,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00dbj:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Build Causal Impact Workflow,AXON-760,18318,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,jbledsoe,jbledsoe,27/Jun/16 2:27 PM,17/Oct/16 10:37 AM,01/Nov/16 4:03 PM,,OFFA v1,Workflow Engine,,,,0,,,,Build a workflow that queries promotion-type calendar events and performs causal impact jobs against Wendy's store observations.,,jbledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-1191,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i0085j:,,,,,,,,,,Not started,,,"13/Jul/16 9:29 AM;jbledsoe;We have a basic implementation of this with only the 4-for-$4 promotion in view, but this task should encompass a more general workflow.",17/Oct/16 10:37 AM;jbledsoe;AXON-760 does not require any additional work. AXON-1191 takes care of wiring up the causal impact workflow.,,,,,,,,,,,,,,,,,
"Causal Inference/""What-If"" Analysis of Arbitrary Promotions",AXON-642,16621,,Story,To Do,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,jbledsoe,jbledsoe,18/May/16 9:45 AM,17/Oct/16 10:23 AM,01/Nov/16 4:03 PM,,,,,,,0,assign,OFFAv1-1,,"As a user I want to see the impact of any promotion for a store or group of stores.

Users add promotion events via the calendar/comment system, and these trigger causal impact analysis.
",,jbledsoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-624,,,AXON-627,AXON-630,AXON-631,AXON-608,AXON-633,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00647:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
OFFA: Impact Analysis Gray Line starts a week after it should,AXON-1139,22132,,Bug,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,j.monty,j.monty,03/Oct/16 4:19 PM,17/Oct/16 8:53 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"Seen in Test & Prod.

 !image-2016-10-03-16-18-57-872.png|thumbnail! ",,j.monty,,,Diagnose issue and restart causal impact predictions.;04/Oct/16 3:04 PM;jbledsoe;1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,03/Oct/16 4:18 PM;j.monty;image-2016-10-03-16-18-57-872.png;https://giresearch.atlassian.net/secure/attachment/18616/image-2016-10-03-16-18-57-872.png,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00crb:,,,,,,,,,,Not started,,2016-10-04 14:42:47.96,04/Oct/16 2:42 PM;jbledsoe;[~j.monty] Accidentally ran causal impact with a start date of 10/21 instead of 10/12. Re-running in production now.,,,,,,,,,,,,,,,,,,
Create AxonPanel React Component,AXON-1130,22119,21303,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,jbledsoe,jbledsoe,30/Sep/16 11:50 AM,17/Oct/16 8:53 AM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,"The React Bootstrap Panel component renders an anchor to control collapse/expand behavior, rather than the collapse controls from the mock up. Create an AxonPanel component by copying the React Bootstrap Panel and updating the collapse rendering.",,gitlab,,,Figure out how to override methods in ES6.;04/Oct/16 11:29 AM;jbledsoe;5400,Implement panel w/ collapse controls per mockup.;04/Oct/16 11:30 AM;jbledsoe;3600,Figure out how to override methods in ES6.;04/Oct/16 11:30 AM;jbledsoe;7200,"Try to get rid of warning, but give up.;04/Oct/16 12:37 PM;jbledsoe;3600",Solve bundling/minification bug.;04/Oct/16 1:36 PM;jbledsoe;3600,,,,,,,,,,,,,,,,,,,,,,,,,0,23400,,,0,23400,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00cof:,,,,,,,,,,Not started,,2016-10-04 11:27:45.944,"04/Oct/16 11:27 AM;gitlab;[John Bledsoe|https://www.nexosisdev.com/u/jbledsoe] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/eab4f679f13bdc9adb198e252ee06a805ffcba4c]:
'Merge branch 'AXON-1130''",,,,,,,,,,,,,,,,,,
Azure Service Fabric Research,AXON-1101,21707,,Task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,jbledsoe,jbledsoe,23/Sep/16 9:33 AM,17/Oct/16 8:53 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,,,,Discuss possibilities;23/Sep/16 9:34 AM;jbledsoe;3600,Next steps meeting w/ Microsoft.;27/Sep/16 2:14 PM;jbledsoe;3600,Watch videos and read content.;27/Sep/16 2:14 PM;jbledsoe;5400,DocumentDB reading.;04/Oct/16 4:33 PM;jbledsoe;7200,DocumentDB and Service Fabric reading.;11/Oct/16 8:31 AM;jbledsoe;9000,,,,,,,,,,,,,,,,,,,,,,,,,0,28800,,,0,28800,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00ccf:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
OFFA: Verify Numbers for new Calc Screen,AXON-1138,22131,,Bug,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,j.monty,j.monty,03/Oct/16 4:16 PM,17/Oct/16 8:53 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,"Seattle-Tacoma (Cedar)
---------------------------------------
NET SALES LIFT: $591,204
NET SALES LIFT: %4
TRANSACTIONS LIFT: 3,344
TRANSACTIONS LIFT: %0

Calculation screen shows $0 to sales lift from Promo while Promo screen shows $591,204.

Expected Sales		$29,443,267
Weather		$12,363
Promotions 4 for $4		$0 
Holiday		$615,835
Unaccounted		$22,662
Net Sales		$28,837,731
____________________________________
HARTFORD - NEW HAVEN (Cedar) has similar issue.
LAS VEGAS (Cedar) has similar issue.
AUSTIN, TX. (Cedar) has similar issue (negative impact)

____________________________________
____________________________________
ALSO
____________________________________
Cedar stores only show $$ in ""Unaccounted"" bucket, but i think this is explained by missing data.

ALBANY-SCHENECTADY-TROY (Cedar)- DATA MISSING
SPRINGFIELD, MA. (Cedar) - DATA MISSING

Similar behavior on Carlisle.",,gitlab,j.monty,,Identify issue and fix.;04/Oct/16 3:04 PM;jbledsoe;1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00cr3:,,,,,,,,,,Not started,,2016-10-04 14:25:54.105,"04/Oct/16 2:25 PM;jbledsoe;[~j.monty] The profitability calculation was using ""significant absolute effect"" (p < 0.1) instead of ""absolute effect"" which is used in the promo screen. I've updated the profitability calculation to use ""absolute effect"" so the two are consistent.

Also, you are correct about stores only showing unaccounted dollars due to missing data. I suspect the BSTS jobs actually failed, which is why there are no results.","05/Oct/16 10:58 AM;gitlab;[John Bledsoe|https://www.nexosisdev.com/u/jbledsoe] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/fa38d667dcb5072554935aa482228c62185e2c3e]:
'AXON-1138 - Use absolute effect rather than significant absolute effect for promotion calculator.'",,,,,,,,,,,,,,,,,
Ensure Prediction Files Are Written to S3 Instead of Local File System,AXON-1033,21300,,Task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jbledsoe,jbledsoe,jbledsoe,08/Sep/16 10:02 AM,17/Oct/16 8:53 AM,01/Nov/16 4:03 PM,,,Workflow Engine,,,,0,,,,"In order to support fully distributed workflow execution, we need to stop using the local file system and send files to S3.

Alternatively, we could share a disk between workflow servers.",,gitlab,,,Implement feature.;12/Sep/16 8:11 AM;jbledsoe;14400,"Refactoring implementation i.e. ""pulling the engine"";12/Sep/16 4:05 PM;jbledsoe;14400","Implementation, refactoring and testing.;11/Oct/16 8:28 AM;jbledsoe;27000",Implementation.;11/Oct/16 8:28 AM;jbledsoe;10800,Testing and deployment.;11/Oct/16 11:07 AM;jbledsoe;10800,,,,,,,,,,,,,,,,,,,,,,,,,0,77400,,,1800,95400,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00bmf:,,,,,,,,,,Not started,,2016-10-11 11:01:14.555,"12/Sep/16 1:00 PM;jbledsoe;Putting on hold until AXON-1036 and AXON-1037 are done, since they are higher priority.","11/Oct/16 11:01 AM;gitlab;[John Bledsoe|https://www.nexosisdev.com/u/jbledsoe] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/e46000ba37286e142ac39e44ce91e5f9f5b03e96]:
'Merge branch 'AXON-1033''",,,,,,,,,,,,,,,,,
Update page date chooser,AXON-1176,22262,,Task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,jeffesp,jeffesp,jeffesp,11/Oct/16 2:13 PM,14/Oct/16 5:14 PM,01/Nov/16 4:03 PM,,,Public Web,,,,0,,,,"Implement it as a 'Last X Timeframe' and ""custom"" chooser.",,gitlab,jeffesp,,integrate into data science pages;13/Oct/16 8:30 AM;jeffesp;14400,implement it;13/Oct/16 8:31 AM;jeffesp;28800,"style changes, small interaction updates;14/Oct/16 5:14 PM;jeffesp;10800",,,,,,,,,,,,,,,,,,,,,,,,,,,0,54000,,,0,54000,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00d67:,,,,,,,,,,Not started,,2016-10-12 09:31:47.254,"12/Oct/16 9:31 AM;gitlab;[Jeff Espenschied|https://www.nexosisdev.com/u/jeffesp] mentioned this issue in [a commit of development/axon|https://www.nexosisdev.com/development/axon/commit/c820cedec6944a31f58b1d72cb0844fd396f25e5]:
'Merge branch 'master' into AXON-1176'",,,,,,,,,,,,,,,,,,
Weather Chart Impact Dollar Icons Don't Render when Below Rolling Avg,AXON-1187,22278,,Bug,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,j.monty,j.monty,14/Oct/16 10:16 AM,14/Oct/16 12:11 PM,01/Nov/16 4:03 PM,,,,,,,0,assign,,,"Weather chart doesn't seem to behave as intended - when temp is below rolling average, no dollar sign ($) is put on the chart. On offa there are NO weather impacts on the chart.

 !image-2016-10-14-10-11-15-005.png|thumbnail! 
 !OFFA #5020.png|thumbnail! 
",,j.monty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Oct/16 10:11 AM;j.monty;image-2016-10-14-10-11-15-005.png;https://giresearch.atlassian.net/secure/attachment/18740/image-2016-10-14-10-11-15-005.png,14/Oct/16 12:10 PM;j.monty;OFFA #5020.png;https://giresearch.atlassian.net/secure/attachment/18749/OFFA+%235020.png,,,4.0,,,,,,,,,,,,,,,,,,,,,0|i00d9j:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Profitability Page: Add header to chart,AXON-1189,22282,,Task,Backlog,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,j.monty,j.monty,14/Oct/16 10:45 AM,14/Oct/16 10:46 AM,01/Nov/16 4:03 PM,,,,,,,0,assign,,,"Add header / selector to the Profitability Component (graph/chart)

See attached screenshot and HTML design templates for Axon for final HTML.

See attached:
 !image-2016-10-14-10-43-05-986.png|thumbnail! ",,j.monty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Oct/16 10:43 AM;j.monty;image-2016-10-14-10-43-05-986.png;https://giresearch.atlassian.net/secure/attachment/18744/image-2016-10-14-10-43-05-986.png,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00daf:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Incorporate more Weather Features as Features in Algo's,AXON-1188,22279,,Story,To Do,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,,j.monty,j.monty,14/Oct/16 10:20 AM,14/Oct/16 10:23 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,Currently Axon only use a + or - deviation from the monthly rolling average temperature as a feature. We need to expand weather into more robust set of features.,,j.monty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00d9r:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Clean Up Methodology Modals,AXON-1169,22241,19739,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,edunne,edunne,edunne,07/Oct/16 3:31 PM,14/Oct/16 8:10 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,One per dashboard,,edunne,,,Removed redundant methodology modals;11/Oct/16 12:55 PM;edunne;3600,"Design popup, replace modals throughout;13/Oct/16 10:56 AM;edunne;5400",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9000,,,0,9000,,,,,,,,,,,,,,,,,,13/Oct/16 10:55 AM;edunne;Popup.png;https://giresearch.atlassian.net/secure/attachment/18733/Popup.png,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00d1r:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Help: Feedback - Bugs Form,AXON-1162,22234,19739,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,edunne,edunne,edunne,07/Oct/16 12:44 PM,14/Oct/16 8:10 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,edunne,,,Rough form is ready for use.;13/Oct/16 2:29 PM;edunne;2700,"Create form, edit CSS for Hubspot;13/Oct/16 4:36 PM;edunne;7200",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9900,,,0,9900,,,,,,,,,,,,,,,,,,13/Oct/16 4:35 PM;edunne;Styled Form.png;https://giresearch.atlassian.net/secure/attachment/18738/Styled+Form.png,13/Oct/16 2:30 PM;edunne;Unstyled form.png;https://giresearch.atlassian.net/secure/attachment/18737/Unstyled+form.png,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00d07:,,,,,,,,,,Not started,,,"13/Oct/16 2:28 PM;edunne;*Hubspot Form Embed Code*

<!--[if lte IE 8]>
<script charset=""utf-8"" type=""text/javascript"" src=""//js.hsforms.net/forms/v2-legacy.js""></script>
<![endif]-->
<script charset=""utf-8"" type=""text/javascript"" src=""//js.hsforms.net/forms/v2.js""></script>
<script>
  hbspt.forms.create({ 
    css: '',
    portalId: '2307117',
    formId: '1b8df51c-4d18-4546-a4c6-81dfc1e87709'
  });
</script>",13/Oct/16 4:35 PM;edunne;Reference: help-feedback-form.html,,,,,,,,,,,,,,,,,
Help: Feedback - Feature Request Form,AXON-1161,22233,19739,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,edunne,edunne,edunne,07/Oct/16 12:44 PM,14/Oct/16 8:10 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,edunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-1162,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00czz:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Help: Feedback Form,AXON-1160,22232,19739,Sub-task,Accepted,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,edunne,edunne,edunne,07/Oct/16 12:43 PM,14/Oct/16 8:10 AM,01/Nov/16 4:03 PM,,,,,,,0,,,,,,edunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXON-1162,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00czr:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
Notification System Back-End,AXON-1146,22201,21900,Sub-task,Done,AXON,Axon,software,rsevey,"Software development tasks for the core Axon engine and related development environments including public and internal web applications / interfaces and client specific functionality.

This is NOT for data science research, infrastructure, or anything non-development related. Get off my lawn.",,Medium,,cvermeer,cvermeer,cvermeer,04/Oct/16 2:12 PM,13/Oct/16 4:43 PM,01/Nov/16 4:03 PM,,,,,,,0,,,,"Implement the back-end pieces of the notification system.

* Create a data structure for holding notifications
* Implement a system for recording system events as notifications for the user
* Create services to query for a user's notifications",,cvermeer,,,Notification system;12/Oct/16 2:06 PM;cvermeer;21600,Notification system;12/Oct/16 2:06 PM;cvermeer;21600,Notification system;12/Oct/16 2:06 PM;cvermeer;21600,Notification system;12/Oct/16 2:06 PM;cvermeer;28800,Notification system;12/Oct/16 2:06 PM;cvermeer;28800,Notifications;13/Oct/16 4:43 PM;cvermeer;10800,,,,,,,,,,,,,,,,,,,,,,,,18000,133200,,,18000,133200,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0|i00csv:,,,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,
